tweets,len,ID,Date,Source,Likes,RTs,location,UserName,Name,clean tweets,clean tweet length
"@noon_cares 

طلبت وحطيت مدينة غلط كيف اعدل المدينه والطلب بيجي بكرا ؟؟؟.",73,1236991066462658562,2020-03-09 12:23:47,Twitter for iPhone,0,0,None,nahh6999,nona3,   طلبت وحطيت مدينه غلط كيف اعدل المدينه والطلب بيجي بكرا ,58
@noon_cares لو سمحت كيف اخلي طلبي يوصلني دفعه وحده بدون تقسيم؟,62,1236980802686197762,2020-03-09 11:43:00,Twitter for iPhone,0,0,None,Roniiiiaaaa,رنوي, لو سمحت كيف اخلي طلبي يوصلني دفعه وحده بدون تقسيم,50
@noon_cares اها https://t.co/QD4N0oqvnR,39,1236980257984569344,2020-03-09 11:40:50,Twitter for iPhone,0,0,None,_50m_,سان, اها ,5
"@noon_cares ياخي اتصلتو علي بخصوص المنتج اللي الغيتوه وقلتو انكم راح ترجعون المبلغ +رسوم الشحن 
واحصل بالمحفظه 29 ر… https://t.co/PHLv86ibYH",140,1236973963764514821,2020-03-09 11:15:49,Twitter for iPhone,0,0,None,Lomy280,ٌ, ياخي اتصلتو علي بخصوص المنتج الي الغيتوه وقلتو انكم راح ترجعون المبلغ رسوم الشحن  واحصل بالمحفظه 29 ر ,103
"@noon_cares
كيف استرجع منتج جابوه لي غير اللي طلبته؟",52,1236973925466284032,2020-03-09 11:15:40,Twitter for Android,0,0,None,0123Fatmh,ورد🥀,  كيف استرجع منتج جابوه لي غير الي طلبته,40
@noon_cares كوبون خضم اجيبه منين,32,1236966245540474880,2020-03-09 10:45:09,Twitter Web,0,0,None,A7medRa03233115,A7med Ramadan, كوبون خضم اجيبه منين,21
@noon_cares NSAC30081984584,27,1236961044515491840,2020-03-09 10:24:29,Twitter Web,0,0,Saudi Arabia,SalehMahroos,Saleh Mahroos, NSAC3081984584,15
@noon_cares عندكم كل شيء في الخاص !,35,1236960549595947008,2020-03-09 10:22:31,Twitter for iPhone,0,0,Saudi Arabia,x8ll5,R ., عندكم كل شيء في الخاص ,23
@noon_cares @GGHH_92 @Ghaith920 انا عطيتكم رقم الطلب وقلت خل الاغراض شحنة وحده توصل مع بعض ومن الصباح للحين كل شوي تجيني شغله ؟!!!,130,1236954418471489542,2020-03-09 09:58:09,Twitter for iPhone,0,0,Saudi Arabia,x8ll5,R ., انا عطيتكم رقم الطلب وقلت خل الاغراض شحنه وحده توصل مع بعض ومن الصباح لحين كل شوي تجيني شغله ,94
@noon_cares المبلغ رجعتوه لي رصيد بالموقع! ومن قبل تم تبليغي ان راح ترجعونه للحساب!!,84,1236951534488948738,2020-03-09 09:46:41,Twitter for iPhone,0,0,None,mara_k94,معارض وبازارات, المبلغ رجعتوه لي رصيد بالموقع ومن قبل تم تبليغي ان راح ترجعونه لحساب,69
@noon_cares 😂,13,1236946226710487041,2020-03-09 09:25:36,Twitter for Android,0,0,Saudi Arabia,amamz33amamz33,amamz, 😂,2
@noon_cares @Neutral__11 ارجو منكم تزويدي بسبب الالغاء (فاشلين) https://t.co/8MebKynvEE,87,1236942152120389633,2020-03-09 09:09:24,Twitter for Android,0,0,Saudi Arabia,amamz33amamz33,amamz, ارجو منكم تزويدي بسب الالغاء فاشلين ,37
@noon_cares صباح الخير.. وصلتني شحنه والحمدلله كل شي زين و سليم بس فيها ستاند مكسور كيف يتم ارجاعه او استبداله!!!,113,1236938451364139009,2020-03-09 08:54:42,Twitter for iPhone,0,0,None,22Loolaa,the best, صباح الخير وصلتني شحنه والحمدله كل شي زين و سليم بس فيها ستاند مكسور كيف يتم ارجاعه او استبداله,96
@noon_cares يا #نون_النصب_والاحتيال  لابد من #مقاطعة_نون,56,1236936819138351104,2020-03-09 08:48:13,Twitter for iPhone,0,0,Saudi Arabia,jeweled_99,jeweled, يا نونالنصبوالاحتيال لابد من مقاطعهنون,39
@noon_cares نعتذر وش استفيد من الاعتذار اذا نصبكم يتكرار اكثر من مرا ؟؟,71,1236936693334396929,2020-03-09 08:47:43,Twitter for iPhone,0,0,Saudi Arabia,jeweled_99,jeweled, نعتذر وش استفيد من الاعتذار اذا نصبكم يتكرار اكثر من مرا ,58
"اهلين @noon_cares متى بتوصل شحنتي

NSAC30031591261",50,1236935808017448961,2020-03-09 08:44:12,Twitter for iPhone,0,0,None,cake_raghad,cakeTHEplanet,اهلين متي بتوصل شحنتي  NSAC3031591261,37
@noon_cares السلام عليكم ،انا طلبت خلاط من عندكم من ثلاث شهور تقريبا واستخدامي له جدا قليل والحين ماعاد يشتغل ومكتو… https://t.co/VV1U5sS3U7,140,1236930894809780225,2020-03-09 08:24:41,Twitter for iPhone,0,0,None,aeoosh97,aeoosh.., السلام عليكم انا طلبت خلاط من عندكم من ثلاث شهور تقريبا واستخدامي له جدا قليل والحين ماعاد يشتغل ومكتو ,104
@noon_cares #نون_النصب_والاحتيال لمتى !! يعني مو معقوله اكثر من مرتين تجي يا ماركة مختلفه وسعر ارخص ! يا تقليد ! يا… https://t.co/TfWEWzFNLi,140,1236923303291490305,2020-03-09 07:54:31,Twitter for iPhone,0,0,Saudi Arabia,jeweled_99,jeweled, نونالنصبوالاحتيال لمتي يعني مو معقوله اكثر من مرتين تجي يا ماركه مختلفه وسعر ارخص يا تقليد يا ,95
@noon_cares افتحوا الخاص,24,1236916545042989057,2020-03-09 07:27:39,Twitter for iPhone,0,0,None,4Il_r,اص, افتحوا الخاص,13
@noon_cares @GGHH_92 @Ghaith920 لأرى اَي تجاوب,46,1236910169180770304,2020-03-09 07:02:19,Twitter for iPhone,0,0,None,nada77773262,nada, لاري اَي تجاوب,15
@noon_cares @GGHH_92 @Ghaith920 كلام صحيح,41,1236909885377388546,2020-03-09 07:01:12,Twitter for iPhone,0,0,None,nada77773262,nada, كلام صحيح,10
@noon_cares @GGHH_92 @Ghaith920 تم الرفع من شهر كامل لاسترداد المبلغ المالي لي نتيجه لخطاكم والى الان لم يرجع ولا ريال,118,1236901401189584896,2020-03-09 06:27:29,Twitter for iPhone,0,0,None,nada77773262,nada, تم الرفع من شهر كامل لاسترداد المبلغ المالي لي نتيجه لخطاكم والي الان لم يرجع ولا ريال,87
@noon_cares @GGHH_92 @Ghaith920 بالنسبه للمنتج الذي تم ارجاعه لي لم يتم إفادتي بماذا عمل للجهاز وهل تم ارجاعه لي فقط عندما سالت,127,1236900131674435584,2020-03-09 06:22:26,Twitter for iPhone,0,0,None,nada77773262,nada, بالنسبه لمنتج الذي تم ارجاعه لي لم يتم افادتي بماذا عمل لجهاز وهل تم ارجاعه لي فقط عندما سالت,94
@noon_cares السلام عليكم ابغا الغي الطلبيه رقم NSAC30017653593,62,1236888341691465728,2020-03-09 05:35:35,Twitter for iPhone,1,0,Other,rxxxxxrrx,#صدقة🌿, السلام عليكم ابغا الغي الطلبيه رقم NSAC3017653593,50
@noon_cares هذا البائع مستهتر  ويضيع علينا الوقت في البحث👋 https://t.co/BhCjjQMVbu,82,1236862944127987712,2020-03-09 03:54:40,Twitter for iPhone,0,0,None,hind1413_,Hnoo, هذا البائع مستهتر ويضيع علينا الوقت في البحث👋 ,47
"@noon_cares الله المستعان 
أمس العصر تتصلون ويقول الآن أخوان في قسم الشحن بيشحنونها لك حتى يتم توصيلها بأسرع وقت 
ل… https://t.co/lcAnmie19m",140,1236849658724524034,2020-03-09 03:01:52,Twitter for iPhone,0,0,Saudi Arabia,mosferali,ابن حمّاد, اله المستعان  امس العصر تصلون ويقول الان اخوان في قسم الشحن بيشحنونها لك حتي يتم توصيلها باسرع وقت  ل ,103
@noon_cares تم الرد على الخاص الرجو الرد علي,44,1236803806555525122,2020-03-08 23:59:40,Twitter for Android,0,0,None,anfasturki,تركي الخليفه, تم الرد علي الخاص الرجو الرد علي,33
"@SaudiMCI هل هذه الاسعار المعقولة ؟!
@noon_cares https://t.co/0lbxTW4ki9",72,1236784873924440066,2020-03-08 22:44:26,Twitter for iPhone,0,0,None,A12ab2a1,د. Abdulrahman, هل هذه الاسعار المعقوله   ,27
@noon_cares  وصلتني طلبيتي ع مجموعتين وباقي الثالثه والاهم قيد التنفيذ,70,1236782911791251456,2020-03-08 22:36:39,Twitter for iPhone,0,0,None,om_tootaaa,🌷, وصلتني طلبيتي ع مجموعتين وباقي الثالثه والاهم قيد التنفيذ,58
@noon_cares نعم اود ذلك,23,1236780325679837186,2020-03-08 22:26:22,Twitter for iPhone,0,0,None,funnymood99,E B T I S A M 🌿✨, نعم اود ذلك,12
@noon_cares ارجاع المبلغ لحسابي البنكي وشكراً لكم 💖,51,1236780178262700032,2020-03-08 22:25:47,Twitter for iPhone,0,0,None,funnymood99,E B T I S A M 🌿✨, ارجاع المبلغ لحسابي البنكي وشكراً لكم 💖,40
@5_5_RT @noon_cares @SaudiMCI شكراً لوعيك 👏🏼 باقي جولي شيك مناديل التعقيم ٤٠ حبة ب ٧٧ !! سلامات,95,1236779956803448832,2020-03-08 22:24:54,Twitter for iPhone,0,0,None,funnymood99,E B T I S A M 🌿✨, شكراً لوعيك 👏🏼 باقي جولي شيك مناديل التعقيم ٤٠ حبه ب ٧ سلامات,62
@noon_cares طيب بيني وبينكم عطونا لو ١٠٪ انا ابشتري ب ٦٧٣﷼,58,1236779144173817856,2020-03-08 22:21:40,Twitter for iPhone,0,0,None,A12ab2a1,د. Abdulrahman, طيب بيني وبينكم عطونا لو ١٠٪ انا ابشتري ب ٦٧٣﷼,47
@noon_cares ارجوا الغاء الطلب NSAC30083235450 لعدم الحاجة لها,61,1236779088305676289,2020-03-08 22:21:27,Twitter for iPhone,0,0,None,funnymood99,E B T I S A M 🌿✨, ارجوا الغاء الطلب NSAC3083235450 لعدم الحاجه لها,49
@noon_cares افا,15,1236779036757680128,2020-03-08 22:21:15,Twitter for iPhone,0,0,None,A12ab2a1,د. Abdulrahman, افا,4
@noon_cares ابو نون ابي لي خصم لعيون التعليق,44,1236778741814177793,2020-03-08 22:20:04,Twitter for iPhone,0,0,None,A12ab2a1,د. Abdulrahman, ابو نون ابي لي خصم لعيون التعليق,33
"@noon_cares 
السلام عليكم
اريد الغاء طلبي رقم NSAC30036604402",61,1236771589909291009,2020-03-08 21:51:39,Twitter for iPhone,0,0,None,xhrts_,Amjad⚜️,  السلام عليكم اريد الغاء طلبي رقم NSAC30360402,47
@noon_cares حذفكم للمنتج لايعني حل للمشكله .. باقي منتج ماحذفتوه https://t.co/x4ejGG2gbG,88,1236758521519243267,2020-03-08 20:59:44,Twitter for iPhone,0,0,Saudi Arabia,5_5_RT,мєşӈαℓ, حذفكم لمنتج لايعني حل لمشكله باقي منتج ماحذفتوه ,49
RT @5_5_RT: خلونا من الامور الإحترازيه ونسأل الله ان يرفع البلا.. @noon_cares لازالوا يستغلون اي ضروف متواجده .؟؟ لازم والله يوقفون عند حده…,140,1236757591902031875,2020-03-08 20:56:02,Twitter for iPhone,0,2,Saudi Arabia,5_5_RT,мєşӈαℓ,RT خلونا من الامور الاحترازيه ونسال اله ان يرفع البلا لازالوا يستغلون اي ضروف متواجده لازم واله يوقفون عند حده,110
خلونا من الامور الإحترازيه ونسأل الله ان يرفع البلا.. @noon_cares لازالوا يستغلون اي ضروف متواجده .؟؟ لازم والله يو… https://t.co/eVhmjrqxJD,140,1236751563076653064,2020-03-08 20:32:05,Twitter for iPhone,0,2,Saudi Arabia,5_5_RT,мєşӈαℓ,خلونا من الامور الاحترازيه ونسال اله ان يرفع البلا لازالوا يستغلون اي ضروف متواجده لازم واله يو ,96
"RT @noon_cares: @RaF1786 مرحباً، شكراً لإتهمامك، 
قمنا برفع الأمر حتى يتم التحقق من الأسعار مع البائع و إتخاذ الإجراء الآزم.",124,1236747981103288326,2020-03-08 20:17:51,Twitter for iPhone,0,1,None,RaF1786,ريهـام ⚜️,RT مرحباً شكراً لاتهمامك  قمنا برفع الامر حتي يتم التحق من الاسعار مع البائع و اتخاذ الاجراء الازم,98
@ahhmd_9 @noon_cares انشب لهم ولا تخليهم,40,1236744495384928257,2020-03-08 20:03:59,Twitter for Android,0,0,None,iihamadaii,αнмα∂ αℓ-αв∂υℓααℓ | 🇯🇴, انشب لهم ولا تخليهم,20
@noon_cares الحين ابغي المنتج بسرعه شو الحل,43,1236742913704562688,2020-03-08 19:57:42,Twitter for iPhone,0,0,United Arab Emirates,ahhmd_9,ahmed, الحين ابغي المنتج بسرعه شو الحل,32
@noon_cares  هل عرض حماة الوطن الشهري 50 درهم موجود لانه شهر فبراير ما وصلني كوبون على الإيميل ؟!,97,1236737229374083073,2020-03-08 19:35:07,Twitter for iPhone,0,0,United Arab Emirates,salem_alnuaimii,salem alnuaimi 🇦🇪, هل عرض حماه الوطن الشهري 50 درهم موجود لانه شهر فبراير ما وصلني كوبون علي الايميل ,83
"@noon_cares 

سويت طلب إرجاع لأحد الطلبات من إسبوع ونص ولسى ماوصلني رد منكم !

رقم تعريف الارجاع RNSAC200960562

ارجوا الرد ..",126,1236735994617114624,2020-03-08 19:30:13,Twitter for iPhone,0,0,Saudi Arabia,OD3wad,3wad,   سويت طلب ارجاع لاحد الطلبات من اسبوع ونص ولسي ماوصلني رد منكم   رقم تعريف الارجاع RNSAC20960562  ارجوا الرد ,111
@Aldosi77 @noon_cares @Aramex_KSA كان محتاج الاغراض جدا عشان مناسبة زواج لبناتي واكلم المندوب ورفض يوصلها حسب الموق… https://t.co/dI9Bo3B9Yp,140,1236735455414059010,2020-03-08 19:28:04,Twitter for Android,0,0,Saudi Arabia,sEWsOWsVCdpiSCH,فاصل ونواصل انا هلالي انا الافضل, كان محتاج الاغراض جدا عشان مناسبه زواج لبناتي واكلم المندوب ورفض يوصلها حسب الموق ,83
@noon_cares ردوا خاص,20,1236735038055727105,2020-03-08 19:26:25,Twitter for iPhone,0,0,Saudi Arabia,iKawthar1_,كوثر, ردوا خاص,9
@noon_cares Thanks,18,1236731083900825606,2020-03-08 19:10:42,Twitter for Android,0,0,None,AEltanahi,A.A.TANAHY, Thanks,7
@noon_cares طيب كحد اقصى خدمة اكسبرس كم تستغرق من الوقت للوصول !؟,65,1236703332040937473,2020-03-08 17:20:25,Twitter for iPhone,0,0,None,Hamdan3003,حمدان المالكي, طيب كحد اقصي خدمه اكسبرس كم تستغرق من الوقت لوصول ,51
@noon_cares @GGHH_92 @Ghaith920 ممكن ترد خاص,44,1236701099622621184,2020-03-08 17:11:33,Twitter for iPhone,0,0,None,Huas_2112,Shahad✨, مكن ترد خاص,12
@noon_cares سلام عليكم ، لمن ادخل المتجر لاحظت اغلبية المنتجات عليها شعار اكسبرس (ايش يعني اكسبرس)؟ وشكراً,106,1236697636650070017,2020-03-08 16:57:47,Twitter for iPhone,0,0,None,Hamdan3003,حمدان المالكي, سلام عليكم لمن ادخل المتجر لاحظت اغلبيه المنتجات عليها شعار اكسبرس ايش يعني اكسبرس وشكراً,90
