tweets,len,ID,Date,Source,Likes,RTs,location,UserName,Name
@vriml هلا، الضمان مقدم من نون ويكون ضد الأعطال المصنعية وفي حال وجود أي أعطال يتم التواصل معنا وسيتم رفع طلب للقسم المختص ليتم التنسيق لاستلام الجهاز وإصلاحه وإرجاعه لك بأفضل حال,1,980481152212504576,2018-04-01 16:24:57,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@Feras_Ko مرحباً يرجى التواصل معنا بتفاصيل طلبك عبر الخاص و ذلك ليتم مساعدتك، شكراً لك.
https://t.co/HuFASkzpDm",1,980479901454217216,2018-04-01 16:19:59,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@m52619 مرحباً، لا يوجد حالياً كوبونات أخرى غير المذكورة أعلاه. ومازالت فعالة.,1,980477692549255168,2018-04-01 16:11:12,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@m52619 تم إلغاء الطلب NAEA400733766 حسب رغبتك. شكراً لك,1,980475031250665473,2018-04-01 16:00:38,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@memoo0910 شكراً لمشاركتك تجربتك معنا. الضمان مفدم من نون ويكون ضد الأعطال المصنعية وفي حال وجود أي أعطال يتم التواصل معنا وسيتم رفع طلب للقسم المختص ليتم التنسيق لاستلام الجهاز وإصلاحه وإرجاعه لك بأفضل حال، لدينا سجل بيانات و لكل حساب شخصي قاعدة بيانات.,1,980473427621445633,2018-04-01 15:54:16,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@FaresAsadi Glad to hear that, Fares! 
#noonlove",1,980444156232421376,2018-04-01 13:57:57,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
@alshreef66 و عليكم السلام، الضمان مفدم من نون ويكون ضد الأعطال المصنعية وفي حال وجود أي أعطال يتم التواصل معنا وسيتم رفع طلب للقسم المختص ليتم التنسيق لاستلام الجهاز وإصلاحه وإرجاعه لك بأفضل حال.,1,980442629447081985,2018-04-01 13:51:53,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@thelastsa1 هلا، الطلب قيد الشحن، وتاريخ التوصيل 04/04/2018. شكراً!,1,980439408309624832,2018-04-01 13:39:05,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@__96na مرحباً يرجى التواصل معنا بتفاصيل طلبك عبر الخاص و ذلك ليتم مساعدتك، شكراً لك.
https://t.co/HuFASkzpDm",1,980424139981848577,2018-04-01 12:38:25,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@gollden_950 @SouqKSA @wadi مرحباً يرجى التواصل معنا بتفاصيل طلبك عبر الخاص و ذلك ليتم مساعدتك، شكراً لك.
https://t.co/HuFASkzpDm",1,980415068126040064,2018-04-01 12:02:22,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@munira_albakran نود إعلامكم أنه يمكنكم رفع طلب ارجاع من خلال حسابكم عن طريق اختيار خيار ""حسابي "" ومن ثم إختيار ""الإرجاع"" بعد ذلك يتعين عليكم الضغط على خيار ""إنشاء طلب إرجاع جديد"" ثم إختيار المنتج الذي ترغبون في إرجاعه.
بعد ذلك سيتم التواصل معكم لتحديد موعد لاستلام منتجكم.",1,980414178417692673,2018-04-01 11:58:50,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@munira_albakran نود إعلامكم أنه يمكنكم رفع طلب ارجاع من خلال حسابكم عن طريق اختيار خيار ""حسابي "" ومن ثم إختيار ""الإرجاع"" بعد ذلك يتعين عليكم الضغط على خيار ""إنشاء طلب إرجاع جديد"" ثم إختيار المنتج الذي ترغبون في إرجاعه.",1,980413512097857536,2018-04-01 11:56:11,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@munira_albakran مرحباً، شكراً لاهتمامك بنون. جميع المنتجات التي يتم عرضها ضمن موقعنا جديدة كلياً وأصلية. نتمنى لك يوماً سعيداً!,1,980412734192934912,2018-04-01 11:53:05,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@sara12lmn @Gggg043 هلا ساره، هل من الممكن مشاركتنا سبب الإلغاء عبر الخاص، لنتمكن من المساعدة؟,1,980395432596656130,2018-04-01 10:44:20,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@ahmed_alghizzi هلا أحمد، يرجى تزويدنا بتفاصيل طلبك عبر الخاص كي نتمكن من مساعدتك بشكل أفضل. شكراً لك!
https://t.co/HuFASkzpDm",1,980387480762494976,2018-04-01 10:12:44,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@reemaxxsaadxx هلا، يرجى التواصل معنا عبر الخاص كي نتمكن من مساعدتك بشكل أفضل. شكراً لك!
https://t.co/HuFASkzpDm",1,980385594940514304,2018-04-01 10:05:15,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@ehab_sa @Aramex_KSA هلا إيهاب، يرجى تزويدنا بتفاصيل طلبك عبر الخاص كي نتمكن من مساعدتك بشكل أفضل. شكراً لك!
https://t.co/HuFASkzpDm",1,980369516088758272,2018-04-01 09:01:21,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@mo7ameed_ يرجى العلم بأن الكود فعال مرة واحدة فقط.,1,980350192796012544,2018-04-01 07:44:34,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@mo7ameed_ هلا محمد، جميع المنتجات التي يتم بيعها على منصتنا أصلية وجديدة كلياً.
بما أن البائع للمنتج في الصورة هو نون، فالضمان من نون.
تفضل بزيارة الرابط التالي للتعرف على سياسة الضمان لدى نون.
https://t.co/89C40kgaWv",1,980349943113232384,2018-04-01 07:43:35,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@mo7ameed_ هلا محمد، يوجد كود خصم AKWAD يمكنك استخدامه على أي طلب شراء، يرجى العلم أن أعلى قيمة خصم يقدمها الكود هي 50 ريال على المشتريات التي بقيمة 500 فما فوق. و 10% للمشتريات التي أقل من 500 ريال. شكراً لك!,1,980345079566086144,2018-04-01 07:24:15,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Soroor_Noor هلا سرور، تم الرد على استفسارك عبر الخاص. شكراً لك!,1,980341097925836800,2018-04-01 07:08:26,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@salo0o74 شكراً لك على هذه الكلمات العطرة و الإطراء الجميل، شاكرين لك دعمك لنا. 
#noonlove 💛",1,980308085175734273,2018-04-01 04:57:15,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@amal25738568 مرحباً، طلبك الآن قيد التنفيذ و سيتم توصيله لك في موعد أقصاه يوم التاسع من أبريل الجاري بإذن الله. شكراً لك.,1,980304122523082753,2018-04-01 04:41:30,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Ahmad_11197 و عليكم السلام، طلبك لا يزال قيد التنفيذ و سيتم توصيله لك في موعد أقصاه يوم السابع من أبريل الجاري بإذن الله. شكراً لك.,1,980300842090844166,2018-04-01 04:28:28,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Abrrar__12 مرحباً، كما يظهر في النظام أن الطلب قيد الشحن، لتقوم بالإلغاء يمكنك رفض الطلب وقت التسليم، شكراً لك.,1,980280035373395968,2018-04-01 03:05:47,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@MOROW_MANO مرحباً يرجى التواصل معنا بتفاصيل طلبك و سبب الإلغاء عبر الخاص و ذلك ليتم مساعدتك، شكراً لك.
https://t.co/HuFASkzpDm",1,980227955459837952,2018-03-31 23:38:50,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@wssmawi العفو منك، نأمل أن نراك مجدداً.,1,980215454668132352,2018-03-31 22:49:10,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@wssmawi مرحباً، مازالت بعض المدن غير مشمولة في التوصيل، ولكن سيتم التوصيل لجميع مدن المملكة قريباً. تابعنا لتبقى على اطلاع.,1,980211915510214659,2018-03-31 22:35:06,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@RAYANALSABBAN الضمان مقدم من نون ويكون ضد الأعطال المصنعية وفي حال وجود أي أعطال يتم التواصل معنا وسيتم رفع طلب للقسم المختص ليتم التنسيق لاستلام الجهاز وإصلاحه وإرجاعه لك بأفضل حال,1,980185609988911106,2018-03-31 20:50:35,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@3laa_8 مرحباً يرجى التواصل معنا بتفاصيل طلبك عبر الخاص و ذلك ليتم مساعدتك، شكراً لك.
https://t.co/HuFASkzpDm",1,980185556507381761,2018-03-31 20:50:22,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@RAYANALSABBAN مرحباً، شكراً لاهتمامك بنون. جميع المنتجات التي يتم عرضها ضمن موقعنا جديدة كلياً وأصلية. شكراً لك.,1,980183997744648192,2018-03-31 20:44:10,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@ften_schoool مرحباً يرجى التواصل معنا بتفاصيل طلبك عبر الخاص و ذلك ليتم مساعدتك، شكراً لك.,1,980177586537095169,2018-03-31 20:18:42,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@ghada1347 مرحباً، يوجد كود خصم AKWAD يمكنك استخدامه على أي طلب شراء، يرجى العلم أن أعلى قيمة خصم يقدمها الكود هي 50 ريال على المشتريات التي بقيمة 500 فما فوق. و 10% للمشتريات التي أقل من 500 ريال. شكراً لك,1,980145585939533824,2018-03-31 18:11:32,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@kd_q2 مرحباً، يتم شحن المنتجات بعدة شحنات بسبب اختلاف البائعين لكل سلعة. يرجى العلم أنه  يتم دفع رسوم الدفع عند الاستلام ""17 ريال"" ورسوم الشحن ""12 ريال"" - إن وجدت - مرة واحدة بغض النظر عن عدد الشحنات إذا كانت جميع الشحنات لطلب واحد. شكراً لك.",1,980144525191544832,2018-03-31 18:07:19,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@asalthrwi هلا، يختلف تاريخ التسليم باختلاف المنتج والبائع.
نعمل على توصيل المنتج الذي تم تجهيزه و شحنه لضمان التوصيل بالتاريخ المقدر.
نحيط سيادتكم علماً، بان رسوم الدفع عند الاستلام والشحن يتم تحصيلها مرة واحدة فقط لاغير، حرصا على رضاكم.",1,980137470938550273,2018-03-31 17:39:17,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@Tiger21600353 و عليكم السلام،  يرجى التواصل معنا بتفاصيل طلبك عبر الخاص و ذلك ليتم مساعدتك، شكراً لك.
https://t.co/HuFASkzpDm",1,980137045002801152,2018-03-31 17:37:36,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Fnoo55439528 مرحباً، يوجد كود خصم AKWAD يمكنك استخدامه على أي طلب شراء، يرجى العلم أن أعلى قيمة خصم يقدمها الكود هي 50 ريال على المشتريات التي بقيمة 500 فما فوق. و 10% للمشتريات التي أقل من 500 ريال. شكراً لك,1,980129394013372416,2018-03-31 17:07:12,Falcon Social Media Management ,0,1,Kingdom of Saudi Arabia,noon,نون
@Abdulaziz_408 كل الشكر لك. #noonlove,1,980129071089799171,2018-03-31 17:05:55,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Lat3Nd9 هل من الممكن مشاركتنا رقم الطلب، والمنتج عبر الخاص، لنتمكن من المساعدة؟,1,980128965812801536,2018-03-31 17:05:30,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@HindZoghebi1 و عليكم السلام، شكراً لإهتمامك بنون. الرجاء الدخول الى الرابط التالي لكي تقوم بتصفح الأسعار. https://t.co/wj3mU7HVuZ,1,980128840826712064,2018-03-31 17:05:00,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Abdulaziz_408 نعدك دائماً، بأن نكون بالموعد. شكراً!,1,980128776456720384,2018-03-31 17:04:44,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Abdulaziz_408 هلا، يمكنك الدفع بالبطاقة عند الاستلام، ولكن هذا لا يعفي من الرسوم. شكراً!,1,980127932244004864,2018-03-31 17:01:23,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@wq7_sa @Gggg043 هلا، هل من الممكن مشاركتنا سبب الإلغاء، عبر الخاص، لنتمكن من المساعدة؟
https://t.co/HuFASkzpDm",1,980127491095441409,2018-03-31 16:59:38,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
"@Lat3Nd9 وعليكم السلام ورحمة الله وبركاته، نود إعلامكم أنه يمكنكم رفع طلب ارجاع من خلال حسابكم عن طريق اختيار خيار ""حسابي "" ومن ثم إختيار ""الإرجاع"" بعد ذلك يتعين عليكم الضغط على خيار ""إنشاء طلب إرجاع جديد"" ثم إختيار المنتج الذي ترغبون في إرجاعه. شكراً!",1,980124819051220995,2018-03-31 16:49:01,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@VXKZLAFzXaDBZqz كل الشكر لك!,1,980121632910999552,2018-03-31 16:36:21,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@VXKZLAFzXaDBZqz مرحباً، تاريخ التوصيل 9/4/2018. شكراً!,1,980120860341231616,2018-03-31 16:33:17,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@VXKZLAFzXaDBZqz وعليكم السلام ورحمة الله وبركاته، هل من الممكن مشاركتنا رقم الطلب عبر الخاص، لنتمكن من المساعدة؟,1,980118610805952512,2018-03-31 16:24:21,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
@M_1983__ مرحباً، الطلب قيد الشحن، ولا يمكن إلغاءه الآن، ولكن يمكنك رفضه عند الاستلام. شكراً!,1,980111147050373120,2018-03-31 15:54:41,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Qpxxi مرحباً، نرجو منك تفقد الخاص، حيث قمنا بالرد. شكراً!,1,980109282090811392,2018-03-31 15:47:17,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Lla_088 مرحباً، لدينا العديد من العروض، ولأكثر من بائع. يمكنك دائماً تفقد الاختيارات قبل الشراء. شكراً!,1,980108673912659973,2018-03-31 15:44:52,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@khalid_s21 مرحباً، لقد قمنا برفع طلب للفريق المختص، لضمان التوصيل في أقرب وقت. شكراً!,1,980108095648161792,2018-03-31 15:42:34,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@fahd1992Mm مرحباً بك، يرجى العلم بأنه لا يمكنك أن تقوم بالتعديل على الطلبية، لكن بإمكاننا أن نقوم بإلغاء الطلب و تقوم بعمل طلب جديد.,1,980105741536198657,2018-03-31 15:33:12,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@xmnz1x مرحباً بك، يرجى العلم بأن لدينا أكثر من بائع و السوق مفتوح للمنافسة.,1,980105266212589568,2018-03-31 15:31:19,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@fato_itti نتمنى لك مساءً سعيداً💛,1,980101526038437888,2018-03-31 15:16:27,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@Am__s33 مرحباً يرجى التواصل معنا بتفاصيل طلبك عبر الخاص و ذلك ليتم مساعدتك، شكراً لك.
https://t.co/HuFASkzpDm",1,980100819008851968,2018-03-31 15:13:39,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@fato_itti هلا، نعدك بأن نكون دائماً بالموعد، وعلى قدر المسؤولية. شكراً! #noonlove,1,980100720169975809,2018-03-31 15:13:15,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@ft___k مرحباً، يوجد كود خصم AKWAD يمكنك استخدامه على أي طلب شراء، يرجى العلم أن أعلى قيمة خصم يقدمها الكود هي 50 ريال على المشتريات التي بقيمة 500 فما فوق. و 10% للمشتريات التي أقل من 500 ريال. شكراً لك,1,980095213896118273,2018-03-31 14:51:22,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@QRN200 مرحباً يرجى التواصل معنا بتفاصيل طلبك عبر الخاص و ذلك ليتم مساعدتك، شكراً لك.
https://t.co/HuFASkzpDm",1,980091516763983872,2018-03-31 14:36:41,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Fahad2Alzahrani مرحباً، نعتذر عن أي تأخير صدر من جهتنا، ونرجو منك مشاركتنا رقم الطلب عبر الخاص، لنتمكن من المساعدة. شكراً!,1,980080747750023168,2018-03-31 13:53:53,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@Lla_088 مرحباً، يتم شحن المنتجات بعدة شحنات بسبب اختلاف البائعين لكل سلعة. يرجى العلم أنه  يتم دفع رسوم الدفع عند الاستلام ""17 ريال"" ورسوم الشحن ""12 ريال"" - إن وجدت - مرة واحدة بغض النظر عن عدد الشحنات إذا كانت جميع الشحنات لطلب واحد. شكراً لك.",1,980077676877766656,2018-03-31 13:41:41,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
@ahmedof_00 مرحباً، يوجد كود خصم AKWAD يمكنك استخدامه على أي طلب شراء، يرجى العلم أن أعلى قيمة خصم يقدمها الكود هي 50 ريال على المشتريات التي بقيمة 500 فما فوق. و 10% للمشتريات التي أقل من 500 ريال. شكراً لك,1,980054827760869376,2018-03-31 12:10:54,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
"@adel20170 @last5191 @Gggg043 هلا عادل، هل من الممكن مشاركتنا سبب الإلغاء عبر الخاص، لنتمكن من المساعدة؟
https://t.co/HuFASkzpDm",1,980054746609397760,2018-03-31 12:10:34,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@last5191 هلا محمد، هل من الممكن مشاركتنا سبب الإلغاء عبر الخاص، لنتمكن من المساعدة؟,1,980054305490292736,2018-03-31 12:08:49,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@last5191 @Gggg043 مرحباً، نرجو منك مشاركتنا سبب الإلغاء عبر الخاص، لنتمكن من المساعدة. شكراً!
https://t.co/HuFASkzpDm",1,980051643747139584,2018-03-31 11:58:15,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@Norah_mq4 هلا، نرجو منك تفقد الخاص، حيث قمنا بالرد. شكراً!
https://t.co/HuFASkzpDm",1,980050642143252482,2018-03-31 11:54:16,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@Gxixm مرحباً يرجى التواصل معنا بتفاصيل طلبك عبر الخاص و ذلك ليتم مساعدتك، شكراً لك.
https://t.co/HuFASkzpDm",1,980041884142833664,2018-03-31 11:19:28,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@rajkamalin Hello, Please check your direct messages, as we've replied there. Thank you!",1,980038392812658690,2018-03-31 11:05:35,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@JBv2NtDbTfYFUoz هلا، يرجى تزويدنا برقم الطلب الخاص بنون عبر الخاص كي نتمكن من مساعدتك بشكل أفضل. شكراً!
https://t.co/HuFASkzpDm",1,980038373640417281,2018-03-31 11:05:31,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@M0NAKHALIL مرحباً منى، نرجو منك مشاركتنا التفاصيل عبر الخاص، لنتمكن من المساعدة، بشكل أفضل. شكراً!
https://t.co/HuFASkzpDm",1,980036165029023744,2018-03-31 10:56:44,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@FALDUBAIKHI مرحباً، تم الرد على استفسارك عبر الخاص. شكراً لك,1,980030118205771776,2018-03-31 10:32:42,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@_xeouq وعليكم السلام ورحمة الله وبركاته، يرجى التواصل معنا بتفاصيل طلبك عبر الخاص و ذلك ليتم مساعدتك
https://t.co/HuFASkzpDm",1,980029291852455938,2018-03-31 10:29:25,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@albishi22 هلا خالد، يرجى التواصل معنا عبر الخاص كي نتمكن من مساعدتك بشكل أفضل.
https://t.co/HuFASkzpDm",1,980025508388917249,2018-03-31 10:14:23,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@TamimBnHamad هلا تميم، يرجى تزويدنا بتفاصيل طلبك عبر الخاص كي نتمكن من مساعدتك بشكل أفضل. شكراً!
https://t.co/HuFASkzpDm",1,980021372448538624,2018-03-31 09:57:57,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Kimnaif3 @Mabdullah22 يرجى تفقد البريد الخاص حيث تمت مراسلتك هناك. شكراً!,1,980020905341542401,2018-03-31 09:56:06,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Beai_ هلا، قد تتوفر بعض المنتجات من نفس الفئة والنوعية بأكثر من سعر بسبب اختلاف البائعين. شكراً!,1,980020449143873536,2018-03-31 09:54:17,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@Mabdullah22 هلا مريم، يرجى تزويدنا بتفاصيل طلبك عبر الخاص كي نتمكن من مساعدتك بشكل أفضل. شكراً لك!
https://t.co/HuFASkzpDm",1,980011875860668416,2018-03-31 09:20:13,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@hindy1408_ هلا!
نحن سعداء لسماع ذلك، و نتمنى لك تسوقاً ممتعاً معنا دائماً 
#noonlove 💛",1,980005408470458368,2018-03-31 08:54:31,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@nourahf89 هلا، يرجى التواصل معنا عبر الخاص كي نتمكن من مساعدتك بشكل أفضل. شكراً!
https://t.co/HuFASkzpDm",1,980005394264313857,2018-03-31 08:54:28,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@mohammad_juma هلا محمد، نأسف لسماع ذلك.
الرجاء التواصل معنا بتفاصيل مشكلتك عبر الخاص لنتمكن من مساعدتك.
شكراً لك
https://t.co/HuFASkzpDm",1,980004838082834432,2018-03-31 08:52:15,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@AbdullhBamufleh مرحباً عبدالله،
يشرفنا مساعدتك، ولكن هل توجد أي مشكلة في الطلبية مما يجعلك ترغب في إلغاءها؟
الرجاء التواصل معنا عبر الخاص للمزيد من المساعدة.
شكراً لك
https://t.co/HuFASkzpDm",1,979997645287632896,2018-03-31 08:23:40,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@121Com1 هلا، يختلف الضمان حسب اختلاف البائع، فإذا كان البائع نون، كان الجهاز بضمان نون.
تفضل بزيارة الرابط التالي للتعرف على سياسة الضمان لدى نون.
https://t.co/89C40kgaWv",1,979995813282828288,2018-03-31 08:16:23,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@Fa5501Xx هلا فاطمة، يرجى التواصل معنا عبر الخاص كي نتمكن من مساعدتك بشكل أفضل. شكراً لك!
https://t.co/HuFASkzpDm",1,979995114121650176,2018-03-31 08:13:37,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@Sh9X__a وعليكم السلام ورحمة الله وبركاته،
يشرفنا مساعدتك، ولكن هل توجد أي مشكلة في الطلبية مما يجعلك ترغب في إلغاءها؟
يمكنك التواصل معنا عبر الخاص للمزيد من المساعدة.
شكراً لك
https://t.co/HuFASkzpDm",1,979992533735563264,2018-03-31 08:03:22,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@aseeg13 يرجى العلم بأن كوبون AKWAD يعمل مرة واحدة فقط. يمكنك استعمال كوبون S10 ولكن الكوبون فعال من خلال تطبيق نون فقط.,1,979982685656485891,2018-03-31 07:24:14,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@aseeg13 هلا، صباح الورد!
 يوجد كود خصم AKWAD يمكنك استخدامه على أي طلب شراء، يرجى العلم أن أعلى قيمة خصم يقدمها الكود هي 50 ريال على المشتريات التي بقيمة 500 فما فوق. و 10% للمشتريات التي أقل من 500 ريال. شكراً لك!",1,979980884328710144,2018-03-31 07:17:04,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@307WeUdgAum3LM5 يمكنك إنشاء حساب عن طريق الموقع أو يمكنك تحميل التطبيق على الهواتف الذكية و بعد إنشاء حساب يمكنك الاختيار من بين مختلف المنتجات المعروضة على الموقع وبعدها يمكنك اختيار طريقة الدفع التي تناسبك وبعدها سيتم توصيل المنتج إلى العنوان الذي يتم إضافته عند تكوين الحساب، شكراً لك,1,979920773447110656,2018-03-31 03:18:13,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
@meeshoo20145 مرحباً، تم إلغاء الطلب حسب رغبتك و ستصل رسالة نصية تؤكد إلغاء الطلب. شكراً لك.,1,979867196234006528,2018-03-30 23:45:19,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@meeshoo20145 مرحباً يرجى التواصل معنا بتفاصيل طلبك عبر الخاص و ذلك ليتم مساعدتك، شكراً لك.
https://t.co/HuFASkzpDm",1,979866920802545665,2018-03-30 23:44:13,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@FahdAlwahdi يؤسفنا سماع ذلك، يرجى التواصل معنا بتفاصيل طلبك عبر الخاص و ذلك ليتم مساعدتك، شكراً لك.
https://t.co/HuFASkzpDm",1,979861442143899648,2018-03-30 23:22:27,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@FahdAlwahdi مرحباً يرجى التواصل معنا بتفاصيل طلبك عبر الخاص و ذلك ليتم مساعدتك، شكراً لك.
https://t.co/HuFASkzpDm",1,979860690264608769,2018-03-30 23:19:28,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@BRHOM711 مرحباً يرجى التواصل معنا بتفاصيل طلبك و سبب الإلغاء عبر الخاص و ذلك ليتم مساعدتك، شكراً لك.
https://t.co/HuFASkzpDm",1,979842473441808390,2018-03-30 22:07:04,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Bilal_k_Basri العفو منك، طاب صباحك 💛,1,979841107168256000,2018-03-30 22:01:39,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@G_LoOoK مرحباً، يوجد كود خصم AKWAD يمكنك استخدامه على أي طلب شراء، يرجى العلم أن أعلى قيمة خصم يقدمها الكود هي 50 ريال على المشتريات التي بقيمة 500 فما فوق. و 10% للمشتريات التي أقل من 500 ريال. شكراً لك,1,979840942487334912,2018-03-30 22:00:59,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Bilal_k_Basri يتم الشحن عن طريق نون إكسبريس وعن طريق أرامكس. شكراً لك,1,979840390839898112,2018-03-30 21:58:48,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
